Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Hòa Bình,00029040,Chung Minh Hiếu,4.6,7.6,5.2,,,2.2,,,
Đắk Nông,00029041,Tất Tấn Phong,9.8,2.8,6.8,,,,,,
Quảng Nam,00029042,Tiêu Đức Phú,4.8,7.0,10.0,,,,,,
Bình Thuận,00029043,Kim Yến Trang,5.4,10.0,5.8,,,,,,
Lạng Sơn,00029044,Ngụy Thu Ngọc,2.0,4.4,8.0,,,,,,
Hải Dương,00029045,Trịnh Phương Ngọc,3.8,9.6,5.2,,,,,,
Đà Nẵng,00029046,La Minh Tấn,6.4,2.0,6.2,,,,,,
Hưng Yên,00029047,Mai Chí Kiên,9.0,7.2,7.0,,,,,,
Tiền Giang,00029048,Quan Hoàng Kha,7.6,3.0,3.2,,,,,,
Bình Dương,00029049,Phạm Quốc Lâm,3.8,3.4,2.0,,,,,,
Đắk Nông,00029050,Âu Ánh Tuyết,3.0,3.6,8.0,,,,,,
Tuyên Quang,00029051,Cù Nhật Anh,3.6,5.2,5.6,9.0,,,,,
Lai Châu,00029052,Ngô Tấn Phát,7.4,5.2,6.8,,,,,,
Trà Vinh,00029053,Võ Trọng Phú,5.0,8.2,8.8,,,,,,
Nam Định,00029054,Chu Quang Huy,7.6,9.6,6.2,,,,,,
Phú Thọ,00029055,Trình Nhã Trân,4.6,3.8,4.4,,,,,,
Lạng Sơn,00029056,Ninh Công Danh,7.0,7.8,6.6,,,,,,
Nghệ An,00029057,Chu Tường Linh,5.8,6.2,7.0,,,,,,
Nam Định,00029058,Trình Phi Hùng,9.4,8.8,7.0,,,,,,
Tây Ninh,00029059,Đoàn Đức Long,2.2,6.0,2.8,,,,,,
Hà Giang,00029060,Hồng Xuân Hồng,8.0,8.2,5.8,,,,,,
Đắk Lắk,00029061,Lê Anh Tú,9.4,3.0,7.6,,,,,,
Kiên Giang,00029062,Lâm Mai Quỳnh,10.0,6.0,4.4,,,,,,
Vĩnh Phúc,00029063,Trịnh Thái Anh,3.2,3.8,3.8,,,,,,
Thái Nguyên,00029064,Đậu Gia Kỳ,9.8,4.4,3.8,,,,,,
Hà Giang,00029065,Hà Ngọc Sang,5.2,8.4,8.4,,,,,,
Thành phố Hồ Chí Minh,00029066,Tống Thanh Bình,3.6,8.0,7.0,,,,,,
Quảng Trị,00029067,Lã Duy Hưng,9.8,7.2,4.8,,,,,,
Trà Vinh,00029068,Khổng Lan Vy,3.4,6.0,4.2,,,,,,
Bắc Giang,00029069,Ôn Tuấn Huy,7.2,7.6,6.8,,,,,,
Thái Bình,00029070,Phan Văn Khang,3.2,8.8,4.8,,,,,,
Lai Châu,00029071,Đậu Gia Mẫn,3.4,5.8,5.6,,,,,,
Ninh Bình,00029072,Tạ Quỳnh Mai,8.8,9.6,7.6,,,,,,
Hậu Giang,00029073,Giang Thúy Quỳnh,5.2,9.4,7.4,,,,,,
Vĩnh Long,00029074,Đậu Gia Lộc,2.6,6.0,9.4,,,,,,
Hòa Bình,00029075,Quách Hà Trang,4.8,8.8,5.2,,,,,,
Khánh Hòa,00029076,Viên Kim Hân,2.4,7.0,9.8,,,,,,
Cần Thơ,00029077,Diệp Đức Vinh,9.2,8.0,4.2,,,,,,
Bắc Giang,00029078,Đàm Mỹ Hiền,5.8,8.8,4.6,,,,,,
Hòa Bình,00029079,Trương An Phú,3.2,4.2,9.6,,,0.4,,,
Thái Nguyên,00029080,Tất Sơn Lâm,5.8,5.4,6.6,,,,,,
Sơn La,00029081,Lục Thanh Phước,9.2,5.8,6.6,,,,,,
Tuyên Quang,00029082,Doãn Duy Long,8.2,9.4,8.0,,,,,8.4,
Quảng Trị,00029083,Thân Đức Trọng,5.6,7.2,2.2,,,,,,
Quảng Ngãi,00029084,Dư Nhã Quyên,9.8,5.6,3.6,,,,,,
Quảng Trị,00029085,Mạc Việt Hùng,4.0,5.0,9.0,,,,,,
Bắc Ninh,00029086,Mai Như Anh,4.0,2.6,10.0,,,,,,
Kiên Giang,00029087,Tất Khánh Đoan,6.8,2.6,7.4,,,,,,
Kiên Giang,00029088,Liêu Quốc Thiên,9.8,5.8,6.0,,,,,,
Hưng Yên,00029089,Bành Như Quỳnh,2.4,6.8,5.6,,,,,,
Quảng Ninh,00029090,Châu Kim Liên,9.8,5.4,9.2,,,,,,
Quảng Trị,00029091,Châu Thiên Phát,2.4,3.2,6.2,,,,,,
Hà Tĩnh,00029092,Trình Ánh Xuân,6.8,10.0,9.6,,,,3.6,,
Quảng Ninh,00029093,Dương Vĩnh Tường,7.8,5.2,7.2,,,,,,
An Giang,00029094,Tôn Thất Nam Phương,5.8,5.6,6.0,,,,,,
Hà Nam,00029095,Lương Giáng My,3.2,7.6,7.6,,,,,,
Quảng Ngãi,00029096,Đinh Thành Tân,2.0,10.0,4.6,,,,2.2,,
Hà Giang,00029097,Bạch Thiên Phúc,2.0,2.8,6.8,,,,,,
Lạng Sơn,00029098,Chung Quốc Duy,10.0,2.6,8.6,,,,,,
Hòa Bình,00029099,Nhan Yến Trân,7.6,3.6,5.6,,,,,,
Đắk Lắk,00029100,Đường Xuân Quang,5.2,8.6,5.4,,,,,,
Sóc Trăng,00029101,Tăng Ngọc Hồng,4.0,4.0,8.6,,,,,,
Quảng Bình,00029102,Nguyễn Thành Duy,8.2,9.0,4.0,,,,,,
Cần Thơ,00029103,Tào Tuyết Minh,6.2,6.2,7.4,,,,,,
Bắc Ninh,00029104,Tất Trường Huy,8.0,8.2,9.4,,,,,,
Long An,00029105,Hoàng Thành An,8.0,3.8,7.2,,,,,,
Lạng Sơn,00029106,Lữ Kỳ Duyên,3.0,2.4,7.6,,,,,,
Quảng Ninh,00029107,Liêu Hoàng Thiện,5.8,2.2,6.2,,,,,,
Quảng Ninh,00029108,Trịnh Diễm Hằng,2.2,7.2,3.4,,,,,,
An Giang,00029109,Lục Bích Châu,9.6,8.8,5.8,,,,,,
Vĩnh Long,00029110,Từ Thùy Vy,3.2,6.4,8.4,,,,,,
Hòa Bình,00029111,Sơn Ngọc Mai,9.4,7.2,7.0,,,,,,
Tuyên Quang,00029112,Đặng Chí Hiếu,5.4,9.8,6.4,,,,,,
An Giang,00029113,Chu Văn Nghĩa,2.6,8.2,9.0,,,,,,
Tiền Giang,00029114,Đàm Phương Duyên,4.8,7.0,2.6,,,,,,
Đắk Lắk,00029115,Thiều Đại Phúc,2.8,4.6,4.6,,,,,,
Hà Tĩnh,00029116,Vương Ngọc Hân,4.0,9.6,3.0,,,,,,
Phú Yên,00029117,Bùi Anh Khang,3.2,2.6,3.8,,,,,,
Vĩnh Phúc,00029118,Văn Hồng Nhi,4.4,6.2,8.8,,,,,5.6,
Ninh Thuận,00029119,Đặng Bảo Châu,8.0,2.2,5.8,,,,,,
Kon Tum,00029120,Tất Thu An,8.2,6.8,5.8,,,,,,
Bình Phước,00029121,Phan Phúc An,9.6,2.8,6.8,,,5.6,,,
Hải Phòng,00029122,Phan Hà Vy,9.6,3.4,4.4,,,,,,
Hà Nam,00029123,Phan Hữu Thọ,3.4,3.4,8.0,,,,,,
Hưng Yên,00029124,Phạm Thanh Quý,8.4,4.0,4.0,,,,,,
Phú Thọ,00029125,Phương Hà My,4.0,4.8,9.2,,,,,,
Bắc Kạn,00029126,Kim Thảo Trang,6.8,8.0,4.0,,,,,,
Bình Dương,00029127,Tất Thanh Trúc,5.2,6.8,5.4,,,,,,
Tây Ninh,00029128,Mai Phát Đạt,5.0,6.6,6.2,,,,,,
Phú Thọ,00029129,Tào Tú Uyên,5.8,5.4,8.6,,,,,,
Phú Thọ,00029130,Bùi Mai Chi,7.0,5.8,2.6,,,,,,
Bình Phước,00029131,Đào Chấn Hưng,2.0,5.4,7.4,,,,,,
Yên Bái,00029132,Lữ Quế Trân,8.2,6.4,5.6,,,,,,
Vĩnh Long,00029133,Diệp Gia Phong,4.2,2.4,9.2,,,,,,
Cao Bằng,00029134,Hồ Minh Hằng,6.8,6.4,5.8,,,,,,
Gia Lai,00029135,Hàng Mai Khanh,7.6,2.0,4.4,,,,,,
Kon Tum,00029136,Từ Phú Tài,4.2,4.6,6.0,,,8.2,3.0,,
Gia Lai,00029137,Lã Quang Thịnh,8.0,2.6,5.8,,,,,,
Thừa Thiên Huế,00029138,Hồ Mỹ Hân,6.0,5.8,7.0,,,,,,
Trà Vinh,00029139,Đậu Hoàng Long,3.8,6.8,9.8,,,,,,
Khánh Hòa,00029140,Đoàn Minh Đan,2.4,5.0,4.4,,,,,,
Lạng Sơn,00029141,Đoàn Trung Nguyên,6.4,7.0,6.6,,,,,,
Kiên Giang,00029142,Tạ Bảo Minh,7.2,4.4,4.6,,,,,,
Nam Định,00029143,Trầm Mỹ Nhung,9.8,3.2,2.6,,,,,,
Hải Dương,00029144,Thái Ngọc Thạch,7.2,4.4,2.0,,,,,,
Quảng Trị,00029145,Trịnh Ngọc Thái,4.0,5.0,6.8,,,,10.0,,
Bắc Ninh,00029146,Ninh Khánh Nghi,3.6,4.0,2.2,,,,10.0,,
Đà Nẵng,00029147,Trang Trà Mi,8.6,4.0,8.6,,,,,,
Long An,00029148,Nhâm Ngọc Tú,5.6,4.8,8.6,,,,,,
Kon Tum,00029149,Thái Ngọc Vinh,5.8,8.4,2.6,,,,,,
Quảng Bình,00029150,Tăng Quốc Long,8.2,6.0,5.2,,,,,,
Sóc Trăng,00029151,Hà Minh Nhật,2.8,4.6,8.6,,,,,,
Quảng Bình,00029152,Dương Đức Thịnh,8.2,5.8,5.6,,,1.8,,,
Nghệ An,00029153,Trình Minh Hưng,9.4,5.4,5.6,,,,,,
Đắk Nông,00029154,Phương Yến Thy,6.8,3.8,5.0,,,,,,
Vĩnh Phúc,00029155,Phùng Thiên Trường,5.8,3.6,7.8,,,,,,
Cà Mau,00029156,Phạm Tuấn Khải,7.6,6.2,10.0,,,,,,
Hưng Yên,00029157,Tôn Phương Nga,3.6,5.0,3.6,,,,,,
Tiền Giang,00029158,Lai Thùy Lâm,6.6,4.2,9.0,,,,,,
Quảng Bình,00029159,Khổng Thành Phú,9.0,3.6,5.6,,,,,,
Quảng Ninh,00029160,Tăng Quỳnh Trâm,9.6,7.2,2.0,,,,,,
Thừa Thiên Huế,00029161,Triệu Ly Na,2.6,6.8,2.2,,,,,,
Yên Bái,00029162,Phù Thanh Tuấn,8.4,2.2,4.6,,,,,,
Quảng Ninh,00029163,Danh Tú Quyên,7.2,7.0,7.8,,,,,,
Thành phố Hồ Chí Minh,00029164,Kiều Thành Đạt,10.0,10.0,5.2,,,,,,
Thừa Thiên Huế,00029165,Liêu Thế Duy,5.2,3.6,5.4,,,,,,
Yên Bái,00029166,Lại Trường Phát,4.4,6.0,7.0,,,,,,
Yên Bái,00029167,Lã Phương Nga,8.4,7.6,2.2,,,,,,
Quảng Trị,00029168,Phương Kim Nga,4.2,7.8,9.2,,,,,,
Đồng Nai,00029169,Tất Yến Vy,8.4,2.0,5.0,,,,,,
Đà Nẵng,00029170,Lý Khánh Đan,9.0,9.0,9.6,,,,,,
Tiền Giang,00029171,Đồng Thanh Bảo,3.0,5.4,8.6,,,,,,
Quảng Nam,00029172,Dư Hải Dương,2.6,7.4,4.4,,,,,,
Hà Nam,00029173,Bành Văn Toàn,8.8,9.4,3.8,,,,,,
Hà Nội,00029174,Dương Phương Khanh,6.4,5.8,7.4,,,,,,
Bà Rịa – Vũng Tàu,00029175,Vũ Thảo Nguyên,8.6,6.0,8.2,,,,,,
Thái Nguyên,00029176,Chung Văn Tú,2.2,4.0,4.0,,,,,,
Bình Phước,00029177,Lữ Đông Quân,5.4,9.2,9.8,,,,,,
Lâm Đồng,00029178,Trà Văn Tâm,5.6,5.6,9.2,,,,,,
Hải Phòng,00029179,Lưu Ánh Dương,7.2,2.8,4.2,,,,,,
Đắk Nông,00029180,Thiều Thùy Trâm,6.0,4.2,5.4,,,,,,
Lai Châu,00029181,Ninh Chí Thiện,7.2,2.6,6.4,,,,,,
Hưng Yên,00029182,Sơn Phước An,8.8,3.8,2.6,,,,,,
Bình Định,00029183,Tào Hoàn Mỹ,3.8,2.0,4.6,,,,,,
Bắc Giang,00029184,Kiều Mỹ Lan,8.4,5.8,5.8,,,,,,1.6
An Giang,00029185,Lư Thảo Quyên,7.4,9.4,6.4,,,,,,
Gia Lai,00029186,Đường Tuấn Duy,4.8,8.2,7.2,,,,,,
Quảng Ninh,00029187,Vòng Thanh Tài,9.4,8.6,8.2,0.8,,,,,
Quảng Ngãi,00029188,Thiều Quang Thuận,4.8,2.0,3.6,,,,,,
Yên Bái,00029189,Hoàng Duy Mạnh,9.6,5.8,3.6,,,,,,
Hưng Yên,00029190,Bạch Khánh Thư,9.0,9.2,2.6,,,,,,
Yên Bái,00029191,Nguyễn Uyển My,9.6,9.2,6.0,,,,,,
Cao Bằng,00029192,Chung Trí Minh,6.4,5.6,6.8,,,,,,10.0
Phú Thọ,00029193,Lư Bảo Chi,8.6,2.6,7.4,,,,,,
Lâm Đồng,00029194,Ôn Hồng Loan,2.6,7.8,8.8,,,,,,
Bình Phước,00029195,Ninh Bảo Nam,9.6,5.8,7.6,,,,,,
Yên Bái,00029196,Nhâm Gia Lộc,8.4,9.0,5.8,,,,,,
Ninh Bình,00029197,Lai Ngọc Nguyên,4.4,3.6,10.0,,,,,,
Hưng Yên,00029198,Tô Hồng Phong,6.6,3.0,2.6,,,,,,
Bến Tre,00029199,Ninh Hữu Tài,7.8,9.0,4.0,,,,,,
Lai Châu,00029200,Thái Nguyên Khôi,5.8,2.0,5.2,,,,,,
Gia Lai,00029201,Tiêu Minh Nguyệt,4.8,9.6,2.0,,,,,,
Hà Nam,00029202,Dương Kim Huyền,2.8,6.8,3.8,,,,,,
Đắk Lắk,00029203,Thái Minh Cường,4.0,5.0,2.0,,,,,,
Quảng Ngãi,00029204,Hà Mỹ Trân,9.2,5.6,4.6,,,,,,
Tuyên Quang,00029205,Phùng Minh Tuyền,7.0,3.0,3.8,,,,,,
Lâm Đồng,00029206,Trà Quế Trân,3.0,8.2,7.8,,,,,,
Phú Yên,00029207,Hồng Thùy Vy,2.2,8.0,7.2,,,,,,
Hà Nội,00029208,Tô Thiên Ân,9.8,6.6,8.0,,,,,,
Nghệ An,00029209,Phương Ngọc Thạch,2.0,8.0,5.4,,,,,,
Tuyên Quang,00029210,Phù Mạnh Quân,4.8,9.0,7.6,,,,,,
Khánh Hòa,00029211,Triệu Thu Trâm,2.4,3.0,6.4,,,,,,
Bạc Liêu,00029212,Nghiêm Ngọc Hân,5.4,10.0,9.8,,,,,,
Phú Yên,00029213,Đường Khánh Minh,8.2,6.8,4.6,,,,,,
Hà Nội,00029214,Hứa Tuấn Khanh,4.2,9.8,9.0,,,,,,
Bình Định,00029215,Tôn Vĩnh Khang,3.4,5.0,6.0,,,,,,
Đắk Lắk,00029216,Thạch Nhã Uyên,9.6,6.6,3.4,,,,,,
Đắk Nông,00029217,Hồ Mai Linh,8.4,6.6,7.6,,,,,,
Hà Nội,00029218,Từ Chí Tài,6.6,3.0,9.6,,,,,,
Nam Định,00029219,Huỳnh An Thy,5.4,4.2,5.6,,,,,,
Cà Mau,00029220,Tạ Thúy Nga,5.6,4.8,2.2,,,,,,
Lai Châu,00029221,La Đăng Khôi,8.4,2.4,3.2,,,,,,
Ninh Bình,00029222,Trang Minh Hào,9.0,2.6,7.4,,,,,,
Hậu Giang,00029223,Chu Hoài Anh,5.2,2.4,4.2,,,,,,
Điện Biên,00029224,Tôn Quốc Bảo,4.8,4.8,8.8,,,,9.2,,
Nam Định,00029225,Đặng Hồng Minh,6.2,5.4,6.6,,,,,,
Bình Định,00029226,Tào Bảo Ân,8.4,10.0,3.6,,,,,,
Quảng Ngãi,00029227,Tăng Hồng Thảo,4.0,7.0,5.4,,,,,,
Thanh Hóa,00029228,Chung Ngọc Dung,8.4,9.8,3.2,,,,,,
Lâm Đồng,00029229,Trần Khả Ái,6.0,5.2,6.4,,,,,,
Thành phố Hồ Chí Minh,00029230,Trình Văn Đạt,6.6,2.0,2.2,,,,,,
Thanh Hóa,00029231,Chế Hạo Thiên,2.0,3.0,8.6,,,,,,
Đắk Nông,00029232,Nguyễn Bích Ngọc,2.6,8.2,6.0,,,,,,
Tây Ninh,00029233,Bành Tuyết My,8.0,2.0,5.6,2.0,,,,,
Bến Tre,00029234,Quách Tường Anh,8.6,6.4,6.8,,,,,,
Bình Dương,00029235,Phạm Minh Ngân,4.4,9.0,6.0,,,,,,
Kon Tum,00029236,Đàm Diệu Linh,4.4,7.6,8.6,,,,,,9.8
Bình Dương,00029237,Nhan Hải My,7.2,4.8,2.8,,,,,,
Lào Cai,00029238,Đậu Quỳnh Nhi,8.0,10.0,4.6,,,,,,
Cà Mau,00029239,Khưu Bảo Hân,5.4,3.8,2.8,,,,,,
Thanh Hóa,00029240,Diệp Tấn An,8.6,7.8,2.0,,,,,,
Lào Cai,00029241,Ninh Tuấn Nghĩa,4.0,6.6,2.0,,,,,,
Hà Tĩnh,00029242,Đồng Hữu Thành,6.8,2.8,5.0,,,,,,
Bà Rịa – Vũng Tàu,00029243,Lê Lan Thanh,5.4,2.2,5.2,,,,,,
Hậu Giang,00029244,Lưu Thế Kiệt,7.2,6.2,3.4,,,,,,
Sơn La,00029245,Trà Minh Thiện,9.8,4.4,9.4,,,,1.4,,
Hà Tĩnh,00029246,Vương Hoàng Khôi,7.2,8.2,3.8,,,,,,
Lào Cai,00029247,La Yến Thy,4.4,6.6,2.4,,,,,,
Đà Nẵng,00029248,Đàm Minh Lộc,2.4,2.4,9.6,,,,,,
Bắc Kạn,00029249,Lý Thế Khang,3.8,2.0,8.4,,,,,,
Quảng Bình,00029250,Trần Phương Thùy,8.6,5.0,7.0,,,,,,
Đắk Nông,00029251,Thi Kim Loan,9.2,2.8,6.2,,,,,,
Hưng Yên,00029252,Đinh Hữu Toàn,5.6,3.8,7.2,,,,,,
Đắk Nông,00029253,Lục Gia Vinh,4.4,4.4,2.6,,,,,,
Đồng Tháp,00029254,Ninh Hải Anh,2.2,5.4,2.0,,,,,,
Nam Định,00029255,Phương Ngọc Huy,8.0,5.8,3.0,,,,,,
Bắc Kạn,00029256,Kim Tấn Đức,3.2,7.6,6.8,,,,,,
Bạc Liêu,00029257,Kim Thùy Trâm,6.2,9.2,5.2,,,,,,
Lai Châu,00029258,Mạch Thanh Như,8.0,4.8,5.0,,,,,,
Trà Vinh,00029259,Vòng Minh Trâm,5.8,6.8,6.6,,,3.2,,2.4,
Phú Yên,00029260,Trình Mỹ Hạnh,8.8,6.8,6.6,,,,,,
Thành phố Hồ Chí Minh,00029261,Vương Hải Hà,5.8,9.4,7.2,,,,,,
Thanh Hóa,00029262,Cao Băng Châu,5.6,5.6,10.0,,,,,,
Lạng Sơn,00029263,Thạch Bích Huyền,9.0,4.0,9.6,,,,,,
Gia Lai,00029264,Đào Xuân Trang,6.2,6.4,6.2,,,,,,
Đắk Nông,00029265,Lại Xuân Mai,3.0,9.2,7.4,,,,,,
Quảng Nam,00029266,Ngô Bảo Khanh,9.8,8.8,4.0,,,,,,3.6
Ninh Thuận,00029267,Mai Hoàng Khôi,5.8,8.6,6.2,,,,,,
Phú Yên,00029268,Ôn Kim Huyền,7.8,7.6,3.4,,,,,,
Bạc Liêu,00029269,Đàm Thanh Thư,3.4,9.6,9.0,,,,,,
Ninh Thuận,00029270,Trầm Khánh Toàn,5.4,9.0,9.4,,,,,,
Phú Thọ,00029271,Diệp Thanh An,9.4,5.6,6.4,,,,,,
Điện Biên,00029272,Tạ Quỳnh Ngân,3.2,10.0,6.0,,,,,,
Lào Cai,00029273,Phùng Nhã Vy,5.0,9.0,5.0,,,,,,
Quảng Bình,00029274,Ninh Trọng Nghĩa,2.6,5.8,10.0,,,,,,
Bình Định,00029275,Trà Anh Thái,6.2,5.8,4.4,,,,,,
Lai Châu,00029276,Quan Hà Trang,4.2,3.8,4.4,,,,,,
An Giang,00029277,Lê Gia Kỳ,9.6,2.4,8.6,,,,,,
Tây Ninh,00029278,Tăng Gia Khánh,3.4,3.2,7.0,,,,9.4,,
Hà Nội,00029279,Đỗ Bảo An,7.0,9.4,4.4,,,,,,
Khánh Hòa,00029280,Danh Minh Lộc,9.0,5.2,9.8,,,,,,
Sơn La,00029281,Đường Như Nguyệt,6.6,2.2,5.8,,,,,,
Đà Nẵng,00029282,Doãn Tiến Thành,9.8,9.0,4.8,,,,,,
Nam Định,00029283,Dương Quốc Hào,5.0,2.2,4.2,,,,,,
Long An,00029284,Khổng Ngọc Lam,5.0,6.4,4.4,,,,,,
Phú Yên,00029285,Tiêu Ánh Ngọc,3.4,7.6,8.8,,,,,,
Trà Vinh,00029286,Hứa Nguyên Khánh,4.8,2.6,8.8,,,,,,
Hà Nam,00029287,Kim Ngọc Huy,2.8,10.0,3.2,,4.2,,,,
Cần Thơ,00029288,Quách Hoàng Phong,10.0,5.0,2.0,2.4,,,,,
Tiền Giang,00029289,Hoàng Trang Nhung,6.2,9.2,3.2,,,,,,
Vĩnh Long,00029290,Hàng Đức Hòa,9.4,9.6,9.4,,,,,,
Bắc Giang,00029291,Tất Kiến Huy,9.2,2.8,5.2,,,,,,
Nghệ An,00029292,Triệu Tiến Anh,6.4,7.0,2.6,,,,,,
Đồng Nai,00029293,Thạch Hoàng Mai,5.0,9.2,8.2,,,,,,
Nam Định,00029294,Tiêu Kiến Văn,5.2,2.2,9.2,,,,,,
Lào Cai,00029295,Mạch Tường An,3.4,2.4,8.2,,,,,,3.8
Tuyên Quang,00029296,Đường Phương Trinh,8.4,7.4,6.4,,,,,,
Vĩnh Phúc,00029297,Từ Thanh Lộc,3.8,7.6,5.0,,,5.0,,,
An Giang,00029298,Tất Cường Thịnh,2.4,2.0,2.6,,,,,,
Đà Nẵng,00029299,Từ Gia Nghĩa,6.6,8.2,3.0,,,,,,
Bình Thuận,00029300,Vương Mạnh Dũng,3.0,5.0,5.2,,,,,,
Thừa Thiên Huế,00029301,Hà Thiên Hương,8.4,7.4,3.8,,,,,,
Bến Tre,00029302,Tôn Hồng Vân,2.8,3.0,7.4,,,1.0,,,
Lạng Sơn,00029303,Mạch Quang Thiện,9.6,4.8,8.4,,,,,,
Kiên Giang,00029304,Khưu Trang Nhung,6.8,2.0,9.2,,,,,,
Nghệ An,00029305,Ngụy Nguyên Anh,3.8,8.8,2.2,,,,,,
Bà Rịa – Vũng Tàu,00029306,Đỗ Nhật Phát,8.6,4.4,2.4,,,,,,
Quảng Ninh,00029307,Lục Bảo Minh,9.4,6.4,2.2,,,,,,
Tuyên Quang,00029308,Khổng Trúc Mai,9.6,8.4,3.2,,,5.6,,,
Hà Nam,00029309,Vũ Thiên Ân,10.0,6.8,6.0,,,,,,
Yên Bái,00029310,Dư Yến Ngọc,10.0,8.0,7.0,,,,,,
Cần Thơ,00029311,Viên Minh Khang,2.4,4.0,2.2,,,,,,
Hà Giang,00029312,Trịnh Hoàng Tuấn,5.4,4.2,4.0,,,,,,
Bình Dương,00029313,Khổng Tuấn Nghĩa,4.2,5.8,3.8,,,,,,
Thành phố Hồ Chí Minh,00029314,Chế Thanh Trúc,3.6,3.6,2.6,,,8.0,,,
Quảng Ninh,00029315,Tôn Thất Hồng Quyên,2.6,2.6,10.0,,,,,,
Đà Nẵng,00029316,Thân Thảo Ngân,2.0,8.4,5.8,,,,,,
Hà Giang,00029317,Nhan Hồng Diễm,6.8,3.2,7.8,,,,,,
Bình Dương,00029318,Ngô Tuyết My,3.0,4.2,3.4,,,,,,
Thanh Hóa,00029319,Tôn Nữ Quỳnh My,6.8,7.0,6.2,,,,,,
Lạng Sơn,00029320,Ông Trí Khang,8.8,8.2,9.2,,,,,,
Tây Ninh,00029321,Hàng Ngọc Ánh,8.0,9.0,9.4,,,,,,
Gia Lai,00029322,Văn Công Danh,9.0,8.6,8.0,,,,,,
Bình Phước,00029323,Hàng Minh Nhân,7.8,5.6,8.2,8.4,,,,,
Bà Rịa – Vũng Tàu,00029324,Ôn Gia Yến,5.6,9.0,7.8,,,,,,
Thái Nguyên,00029325,Phùng Tuấn Hào,8.6,4.4,6.8,,,,,,
Quảng Ngãi,00029326,Đồng Phương Tuyền,7.4,3.6,3.6,,,,,,
Điện Biên,00029327,Huỳnh Quang Vinh,9.6,6.8,2.6,,,,,,
Quảng Ninh,00029328,Châu Minh Mẫn,4.6,7.6,4.6,,,,,,
Đồng Nai,00029329,Trang Trung Tính,8.0,5.0,4.0,,,,,,
Kon Tum,00029330,Giang Ánh Hồng,4.4,6.4,5.4,,,,,,
Lào Cai,00029331,Đậu Bảo Khôi,2.2,8.2,6.0,,,,,,
Đồng Tháp,00029332,Thạch Bội Linh,7.2,4.2,4.4,,,,,,
Khánh Hòa,00029333,Hoàng Kiến Hào,9.2,9.2,6.6,,,,,,
Lâm Đồng,00029334,Triệu Mỹ Anh,2.2,4.2,6.2,,,,,,
Bình Phước,00029335,Hứa Bảo Quân,4.0,6.0,9.4,,,,,,
Đà Nẵng,00029336,Cù Vĩnh Thịnh,7.0,9.8,8.8,,,,,,
Đồng Tháp,00029337,Dương Ngọc Uyên,2.6,7.0,2.4,,,,,,
Thành phố Hồ Chí Minh,00029338,Phan Thái An,4.4,3.2,4.8,,,,,,
Hà Nội,00029339,Trương Hoài Anh,9.2,5.0,2.8,,,,,,
Gia Lai,00029340,Lục Đức Vinh,6.0,9.6,7.2,,,,,,
Lai Châu,00029341,Khổng Ngọc Mai,5.6,7.2,9.4,,,,,,
Đắk Nông,00029342,Đinh Thúy Diễm,9.8,8.6,6.6,,,,,,
Quảng Trị,00029343,Vi Thành Hưng,3.6,3.6,2.0,,,,,,
Lâm Đồng,00029344,Lý Thế Hiển,6.8,7.8,9.0,,,,,,
Vĩnh Phúc,00029345,Đào Thúy An,3.0,7.4,9.0,,,,,,
Hòa Bình,00029346,Trần Như Bình,5.0,4.2,4.0,,,,,,
Vĩnh Phúc,00029347,Chu Anh Trí,3.6,4.0,8.4,,,,,,
Bạc Liêu,00029348,Phạm Hoàng Quân,2.6,5.6,2.6,,,,,,
Bình Định,00029349,Chung Tuấn Nam,5.4,7.8,4.4,,,,,,
Bắc Kạn,00029350,Hồng Nhã Thư,3.8,2.4,10.0,,,,,,
Sóc Trăng,00029351,Viên Ngọc Trang,9.8,9.4,6.0,,,,,,
Đồng Tháp,00029352,Liêu Hữu Khánh,3.0,7.6,8.8,,,,,,
Bến Tre,00029353,Võ Thanh An,6.0,7.2,3.8,,,,,,
Đồng Tháp,00029354,Bành Tuyết Trân,3.0,9.0,5.0,,,,,,
Vĩnh Phúc,00029355,Sơn Ngọc Liên,9.4,2.4,9.0,,,,,,
Đà Nẵng,00029356,Đường Nam Phương,9.2,9.4,3.0,,,,,,
Long An,00029357,Kim Phương Anh,4.8,4.0,6.6,,,,,,
Nam Định,00029358,Ninh Gia Huy,9.6,8.8,6.0,,,,,,
Bình Phước,00029359,Đồng Thị Ngọc,9.8,6.2,3.4,,,,,,
Bình Thuận,00029360,Đinh Bảo Thiên,10.0,4.4,6.4,,,,,,
Yên Bái,00029361,Trịnh Thúy Anh,7.8,4.4,8.8,,,,,,
Bình Định,00029362,Vương Thành Hưng,3.8,6.6,2.8,8.6,,,,,
Bắc Kạn,00029363,Ông Kim Chi,7.8,6.0,5.6,,,,,,
Bình Thuận,00029364,Trang Phúc Toàn,2.0,9.0,7.8,,,,,,
Hòa Bình,00029365,Từ Trí Toàn,4.6,2.6,5.8,,,,,,
Trà Vinh,00029366,Thiều Như Bình,7.2,4.2,9.6,,,,,,
Bình Phước,00029367,Lại Anh Huy,2.4,3.2,4.8,,,,,,
Điện Biên,00029368,Võ Tuyết Nhung,4.2,6.2,2.4,,,,,,
