Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Hà Nam,00030658,Thái Thành Trung,2.6,3.8,4.0,,0.0,,,,
Bình Phước,00030659,Võ An Khánh,10.0,3.2,3.8,,,,,,
Trà Vinh,00030660,Phạm Kim Dung,2.8,5.2,3.6,,,,,,
Gia Lai,00030661,Kiều Ngọc Minh,9.8,5.2,2.2,,,,,,
Lào Cai,00030662,Dương Quang Anh,3.2,4.2,9.2,,,,,9.4,
Kon Tum,00030663,Thân Thanh Thy,8.8,9.4,9.6,5.2,,,,,
Điện Biên,00030664,Phùng Phú Gia,5.0,3.6,5.2,,,,,,
Cần Thơ,00030665,Từ Kim Hoàn,3.4,8.2,4.0,,,,,,
Quảng Nam,00030666,Tôn Nữ Bảo Kỳ,7.8,3.6,4.0,,3.2,,0.8,,
Điện Biên,00030667,Hồ Phương Trúc,2.2,2.0,7.8,,,,,,
Nam Định,00030668,Tống Bảo Quỳnh,7.4,7.0,2.2,,,,,,3.8
Tây Ninh,00030669,Chu Tùng Dương,9.4,9.8,5.2,,,,,,
Yên Bái,00030670,Giang Đình Toàn,7.6,8.4,4.2,,,,,,
Tuyên Quang,00030671,Viên Nam Anh,6.0,6.0,3.6,10.0,,,5.8,,
Đắk Lắk,00030672,Đào Quốc Bình,6.4,7.2,9.0,,,,,5.4,
An Giang,00030673,Chu Tấn Phát,2.6,4.4,8.0,,,,,,
Vĩnh Phúc,00030674,Lê Thúy Kiều,9.6,4.2,2.2,,,,,,
Bạc Liêu,00030675,Vi Phúc Anh,4.6,7.4,5.6,,,,8.0,,
Hòa Bình,00030676,Trang Quốc Thành,8.6,9.0,4.8,,,,,3.6,
Quảng Ngãi,00030677,Lương Minh Quang,3.6,10.0,3.4,,,,,1.6,
Cao Bằng,00030678,Hứa Phương Trinh,9.0,8.6,4.0,,,,,,
Phú Thọ,00030679,Lữ Hoàng Anh,6.0,7.6,2.6,,,,,,
Đồng Tháp,00030680,Ngụy Hiếu Nghĩa,7.8,9.8,7.6,,,,,,
Tây Ninh,00030681,Trình Trúc Giang,4.0,9.0,4.6,,0.2,,,,
Nghệ An,00030682,Hoàng Trọng Khôi,7.8,2.8,8.0,,,,,,
Kon Tum,00030683,Quách Ngọc Lâm,9.0,4.6,7.2,,,,,,
Hòa Bình,00030684,Trương Khánh Thi,5.4,7.6,2.8,,,,,,
Sơn La,00030685,Đỗ Mỹ Duyên,6.0,4.4,3.6,,,7.6,,,
Bình Thuận,00030686,Lư Minh Hoàng,9.0,7.2,2.0,,,,,,
Sóc Trăng,00030687,Tạ Hữu Toàn,9.2,2.4,9.2,,,,,,
Lạng Sơn,00030688,Đoàn Đức Trung,5.4,8.8,4.4,,,,,,
Đắk Lắk,00030689,Ngô Khánh Thư,3.6,4.2,6.0,,,,,,
Cao Bằng,00030690,Đào Hồng Quân,5.4,2.8,8.4,,,,,,
An Giang,00030691,Lục Hồng Ánh,8.8,9.6,7.0,,3.2,,,,5.6
Bình Thuận,00030692,Phùng Thanh Sang,5.0,7.4,7.6,,9.8,,,,
Bắc Kạn,00030693,Mã Gia Phước,8.8,5.2,6.8,,,,2.8,,
Cần Thơ,00030694,Tạ Chí Thanh,4.4,5.6,3.2,,,,,,
Bình Định,00030695,Viên An Nhiên,3.4,8.6,4.4,,,,,,
Hòa Bình,00030696,Tất Kim Uyên,6.8,9.8,6.0,,,,,,
Bà Rịa – Vũng Tàu,00030697,Từ Phương Trúc,8.2,9.6,5.4,,,,,,
Tuyên Quang,00030698,Sơn Kim Oanh,4.2,9.0,2.0,,,,,,
Vĩnh Phúc,00030699,Đồng Thùy Anh,2.4,8.6,9.4,,,9.0,,,
Lạng Sơn,00030700,Chế Vĩnh Phúc,2.6,9.4,6.6,,,,,,
Nam Định,00030701,Lư Thành Luân,8.6,2.0,8.6,,,,,,1.6
Đà Nẵng,00030702,Lương Hoàng Gia,6.6,3.4,8.6,,,,,,
Thái Nguyên,00030703,Biện Quang Vinh,5.0,2.2,7.6,,,7.8,,,
Cà Mau,00030704,Phạm Mai Hân,5.2,5.8,9.4,,,,3.2,,
Khánh Hòa,00030705,Ninh Hoàng Thịnh,6.8,9.2,4.8,,,,,,
Tuyên Quang,00030706,Hàng Nguyên Bảo,9.4,3.2,6.6,,,,,,
Đồng Tháp,00030707,Phạm Ngọc Uyên,2.0,5.2,9.4,,,,,,
Đắk Nông,00030708,Cao Chí Kiên,4.4,2.0,4.2,,6.0,,,,
Gia Lai,00030709,Quách Vân Anh,2.8,7.0,2.6,,,,,,
Thừa Thiên Huế,00030710,Thân Tuệ Nghi,6.4,4.6,2.2,,,,,4.4,
Quảng Trị,00030711,Lê Khánh An,5.2,7.6,9.0,,3.4,,7.6,,7.4
Hà Giang,00030712,Tiêu Quang Anh,8.2,2.2,9.4,,,,,,
An Giang,00030713,Đàm Văn Thịnh,6.8,2.4,9.4,,,,,,
Lạng Sơn,00030714,Phan Ngọc An,7.2,8.4,9.4,1.0,,,,,
Lai Châu,00030715,Huỳnh Hải Hà,9.4,8.2,4.2,,,,,,
Tiền Giang,00030716,Khổng Mỹ Nhi,2.0,7.8,8.6,,,,,,
Vĩnh Long,00030717,Triệu Tiến Khoa,5.2,2.8,7.0,,,,,,
Tuyên Quang,00030718,Phan Tuyết Phương,7.6,4.4,4.6,,,,,,
Gia Lai,00030719,Lưu Trúc Ngân,6.6,9.0,3.2,,,,,,
Thành phố Hồ Chí Minh,00030720,Biện Gia Hân,6.8,3.4,4.2,,,9.0,,,
Lai Châu,00030721,Chung Trí Thành,4.4,4.4,7.6,,,,,,
Lâm Đồng,00030722,Phương Nhật Trường,3.2,5.4,8.2,,,,,,
Cao Bằng,00030723,Hà Duy Thái,4.0,2.6,2.8,2.0,,,,1.8,
Lai Châu,00030724,Tạ Huỳnh Trâm,9.4,5.4,3.8,,,,,,
Cần Thơ,00030725,Bành Hồng Ánh,6.4,3.2,4.6,,,3.6,,,
Bắc Giang,00030726,Trà Văn Hưng,5.0,6.0,3.2,6.0,,,,,
Kiên Giang,00030727,Trang Hải Triều,8.0,4.2,6.0,,,,,,
Tuyên Quang,00030728,Doãn Minh Phát,8.2,4.4,3.4,,,,6.0,,
An Giang,00030729,Văn Tuấn Hùng,9.2,5.4,3.2,,,,,,
Nghệ An,00030730,Ninh Quang Thịnh,4.2,6.0,5.8,,,,,2.2,
Hưng Yên,00030731,Nhan Mai Vy,3.0,7.0,10.0,,,4.2,,,
Bạc Liêu,00030732,Tiêu Minh Đạt,4.8,3.8,6.8,,,,,,5.4
Lào Cai,00030733,Quách Vũ Khang,9.0,2.8,6.8,,,5.4,,7.2,
Sơn La,00030734,Mai Mỹ Tiên,9.8,6.0,3.0,,,,,,
Hà Nam,00030735,Thạch Thảo Ngọc,9.4,5.4,3.0,,,,,,
An Giang,00030736,Đoàn Thành Tâm,3.8,3.4,6.6,,,,,,
Ninh Thuận,00030737,Tống Hồng Gấm,2.2,6.4,9.0,,,,,,
Hà Nam,00030738,Thạch Trúc Ly,9.8,6.8,3.8,,,,,,
Vĩnh Phúc,00030739,Thi Minh Tuyền,3.2,7.8,3.2,,,,,,
Tây Ninh,00030740,Ninh Minh Anh,10.0,7.0,6.6,,,,,7.4,
Yên Bái,00030741,Trà Thanh Tuyền,5.2,10.0,5.0,,,,,7.8,
Hậu Giang,00030742,Danh Quang Trí,8.6,4.0,6.0,,,,,,
Kon Tum,00030743,Hứa Thu Uyên,6.2,8.2,5.2,,,,,,
Quảng Nam,00030744,Sơn Thanh Trúc,5.6,2.4,6.8,8.0,,,,,
Yên Bái,00030745,Lư Phương Nhung,6.8,5.2,3.4,,,,,,
Bà Rịa – Vũng Tàu,00030746,Bành Ngọc Sơn,7.6,6.0,5.2,,,,,,1.8
Sơn La,00030747,Tôn An Phú,2.0,7.4,5.0,,,,,,
Ninh Thuận,00030748,Hà Lê Vy,3.2,9.8,9.8,,,,,,
Long An,00030749,Tống Hoàng Thịnh,2.2,7.2,2.4,,,,,,
Đồng Tháp,00030750,Bạch Văn Kiệt,6.6,6.6,5.2,,,,,,
Thái Bình,00030751,Viên Kim Duyên,2.4,4.8,9.6,,,,,,
Gia Lai,00030752,Bùi Anh Vy,9.8,8.0,6.6,,,,,,
Bình Thuận,00030753,Tôn Ánh Linh,8.6,9.4,8.8,,,,,5.2,
Ninh Bình,00030754,Thiều Thu Ngân,3.2,7.6,7.0,,,,,,
Quảng Ngãi,00030755,Ngụy Ngọc Hương,2.4,9.2,5.8,,,,,5.0,
Long An,00030756,Lư Quang Bảo,3.0,3.8,5.0,,,,,,
Tuyên Quang,00030757,Nhâm Thiên Di,9.6,5.2,3.2,,,,,,
An Giang,00030758,Bạch Tuấn Kiệt,8.2,6.0,3.2,,,,,,
Sơn La,00030759,Triệu Nguyên Phúc,3.6,8.0,4.4,,,,,,
Bình Phước,00030760,Chu Tuyết Vân,6.0,3.4,3.0,,,,,,
Tây Ninh,00030761,Lục Thịnh Phát,3.6,7.8,5.0,,,,,,
Tuyên Quang,00030762,Lương Ngọc Hưng,4.6,9.2,7.0,,,,,,
Hải Dương,00030763,Tống Chí Hào,4.8,6.4,9.6,,,,,,
Lạng Sơn,00030764,Chế Lam Anh,2.2,3.0,2.2,,,,2.4,8.0,
Bến Tre,00030765,Tôn Nữ Như Ngọc,4.8,7.8,3.2,,,4.0,,,7.8
An Giang,00030766,Mã Hoàng Minh,9.0,9.8,5.8,,,,,,
Hải Phòng,00030767,Khổng Hữu Tín,9.2,2.0,5.6,,,,,,
Bình Phước,00030768,Trình Trí Nguyên,9.6,2.8,7.6,,,,3.4,,
Gia Lai,00030769,Đậu Trọng Đạt,9.8,9.2,6.4,,,,,,
An Giang,00030770,Đỗ Gia Phát,5.6,7.2,8.2,,,,,,
Ninh Bình,00030771,Mai Hoài Thu,4.4,5.0,8.6,,,,,,
Thành phố Hồ Chí Minh,00030772,Vương Ngọc Tiên,7.0,8.2,10.0,,,,,,
Khánh Hòa,00030773,Trầm Bội Linh,7.6,9.8,8.2,5.8,,,,,
Quảng Bình,00030774,Cao Thành Phúc,8.6,8.2,6.0,,,5.8,,,
Thái Nguyên,00030775,Đoàn Thành Hưng,3.4,3.2,6.4,,,2.8,,,
An Giang,00030776,Mạc Gia Hòa,3.2,4.0,6.0,,,,,,
Quảng Bình,00030777,Tôn Văn Sang,2.4,7.2,5.4,,,,,,
Lai Châu,00030778,Trà Uyển My,4.2,6.6,5.6,,,,,,
Hải Dương,00030779,Dương Quang Tuấn,8.2,6.6,9.8,,,,,,
Lâm Đồng,00030780,Tào Phúc Hưng,5.0,10.0,3.6,,4.6,,6.8,,
Hà Tĩnh,00030781,Thạch Đức Tiến,6.2,5.6,4.6,,,,,,
Long An,00030782,Phạm Minh Khánh,9.0,4.2,8.2,,,10.0,9.6,,
Quảng Bình,00030783,Diệp Quốc Đại,8.6,9.6,3.2,,,,0.8,6.4,
Bình Dương,00030784,Chung Tuần Kiệt,8.2,4.2,5.8,,,,,,
Cần Thơ,00030785,Chung Trí Minh,5.8,7.2,2.8,,,,,,
Lạng Sơn,00030786,Tiêu Quốc Cường,5.2,7.6,3.2,,,,,,
Bà Rịa – Vũng Tàu,00030787,Lưu Kim Hằng,4.6,7.2,4.2,,,,,,
Lào Cai,00030788,Dư Gia Hy,3.6,9.6,6.6,,,,,,
Bình Thuận,00030789,Kiều Khánh Đan,3.6,5.2,3.6,,,,3.6,,
Đắk Lắk,00030790,Kiều Nhật Cường,2.2,7.8,6.4,,,,,,
Hà Giang,00030791,Đào Đình Long,4.4,4.4,7.0,,,,,,3.0
Hải Phòng,00030792,Đinh Quế Trân,7.2,3.4,9.2,,,,,,
Lai Châu,00030793,Cao Thu Hoài,5.2,2.2,6.8,,,,,,
Đắk Nông,00030794,Phù Ngọc Khánh,7.6,6.2,3.6,,,,,,
Quảng Ngãi,00030795,Thiều Thiên Phúc,6.0,3.2,4.0,,9.8,,,,
Bến Tre,00030796,Châu Trà Mi,5.6,6.2,9.2,,,,,,
Nam Định,00030797,Lã Thị Phương,4.2,4.8,6.0,,,,,,
Hà Giang,00030798,Ninh Minh Tuyết,2.0,9.4,6.6,,,,,,
Lâm Đồng,00030799,Trang Nhật Thiên,3.0,3.2,7.2,,,,,,
Phú Thọ,00030800,Bùi Thanh Hậu,2.6,7.6,8.4,,,,,,
Hà Tĩnh,00030801,La Mai Chi,6.4,6.2,3.4,,,,,,
Kon Tum,00030802,Đoàn Đình Huy,4.0,9.4,5.0,,1.4,,,5.2,
Bến Tre,00030803,Bạch Bảo Thư,4.8,6.8,4.8,,,,,,
Hưng Yên,00030804,Đàm Thành Trung,8.8,8.6,2.2,,,,,,
Bà Rịa – Vũng Tàu,00030805,Hà Thái Bảo,2.6,3.0,4.2,,,,,,
Bình Phước,00030806,Diệp Gia Bảo,3.6,7.2,5.2,,,,,,
Thừa Thiên Huế,00030807,Trịnh Trí Tài,5.4,2.4,9.8,,,,,,
Hải Phòng,00030808,Trang Duy Phúc,4.0,7.2,6.8,,,,,,
Thành phố Hồ Chí Minh,00030809,Mạc Bảo Khôi,3.6,8.8,6.8,,,,,,
Cà Mau,00030810,Tôn Thất Khải Hoàn,6.4,6.2,9.6,,,,5.4,,
Thái Nguyên,00030811,Tô Tuấn Vũ,5.8,7.2,6.2,,9.8,3.2,,,
Nam Định,00030812,Hà Duy Thái,7.4,4.6,5.0,,,,,,
Khánh Hòa,00030813,Nhâm Chí Huy,3.2,6.0,4.6,,,,,,
Đắk Nông,00030814,Hoàng Bảo Quân,4.6,4.8,7.4,,0.6,,,,
Hà Giang,00030815,Hồ Tấn Phong,4.2,7.4,4.2,,,,,,
Quảng Trị,00030816,Thạch Tấn Phát,9.4,2.4,9.0,,,,,,
Lai Châu,00030817,Bạch Quế Chi,5.8,7.8,6.0,,,,,,
Sơn La,00030818,Mai Tấn Dũng,6.4,2.0,5.4,,,,,,
Bình Thuận,00030819,Hứa Thảo Ngọc,6.4,7.8,4.6,,2.2,,,,
Nghệ An,00030820,Tiêu Ngọc Hiếu,5.8,8.0,9.8,,,,,,
Bình Dương,00030821,Lý Tú Quỳnh,2.2,8.4,8.8,,,,4.6,,
Thanh Hóa,00030822,Từ Ái Nhi,6.8,7.0,5.0,7.6,,,,,
Tuyên Quang,00030823,Tất Phương Oanh,7.6,3.0,4.4,,,4.2,,6.8,
Hưng Yên,00030824,Tất Ánh Hồng,7.6,5.4,9.4,,,3.6,,,
Thái Bình,00030825,Lục Minh Hào,5.8,5.2,5.6,,,,,,4.0
Điện Biên,00030826,Lâm Nguyên Khánh,8.0,9.6,2.4,,,,,,
Sơn La,00030827,Diệp Đông Nhi,4.8,3.6,7.4,,,,,,
Bắc Ninh,00030828,Võ Quỳnh Trâm,4.8,7.2,4.8,,,,,,
Cao Bằng,00030829,Đinh Lan Nhi,5.8,7.8,5.0,,,1.2,,,
Điện Biên,00030830,Đặng Huỳnh Như,8.4,6.2,9.4,,,,,,
Vĩnh Phúc,00030831,Nhâm Trung Nguyên,4.8,2.8,8.0,,,,,,
Sóc Trăng,00030832,Lương Thiên Kim,9.8,8.2,9.8,7.4,,10.0,,,
Điện Biên,00030833,Đường Chí Hào,3.2,8.4,8.8,,1.2,,,,
Tuyên Quang,00030834,Triệu Kiến Huy,8.4,3.8,5.6,,,,7.8,,
Quảng Trị,00030835,Nhan Quỳnh Mai,4.4,8.0,8.6,,,,,,
Phú Thọ,00030836,Đồng Tuấn Sang,10.0,3.2,9.0,,,10.0,,,
Bạc Liêu,00030837,Ôn Tuấn An,5.4,2.6,6.4,1.6,,,,,
Hậu Giang,00030838,Dư Minh Kỳ,5.8,6.0,7.6,,,,,,
Phú Yên,00030839,Danh Quốc Vinh,5.0,9.0,6.8,,,,,,
Hải Dương,00030840,Sơn Hữu Tài,4.6,5.4,5.6,,,7.8,,,7.6
Đà Nẵng,00030841,Tôn Đăng Huy,9.8,6.0,3.4,,,,,,
Bạc Liêu,00030842,Bạch Ngọc Tuyết,3.4,8.2,2.8,8.0,,,,,
Quảng Ninh,00030843,Hàng Xuân Nghi,3.8,8.6,7.6,,,,,,
Ninh Bình,00030844,Phạm Kim Dung,7.0,9.4,3.8,,3.6,,,,
Bạc Liêu,00030845,Tiêu Chí Nhân,4.0,2.6,6.4,,,,,,
Cần Thơ,00030846,Nghiêm Trọng Đạt,5.4,7.8,3.4,,7.4,,,,
Phú Yên,00030847,Mã Dạ Thảo,5.2,7.2,6.0,,,,,,
Kon Tum,00030848,Vương Xuân Thắng,4.2,3.2,8.4,,,8.0,,,
Tiền Giang,00030849,Âu Văn Dũng,9.2,6.0,5.8,,,,,,
Đà Nẵng,00030850,Thái Hải Sơn,9.0,2.0,7.2,,,,,,
Lào Cai,00030851,Vũ Quang Anh,6.2,4.0,8.8,,,,,,
Đồng Tháp,00030852,Châu Tuấn Minh,2.8,7.6,2.6,,,,6.2,,
Hậu Giang,00030853,Hồng Khải Nguyên,8.0,8.6,8.0,,,,,,
Thái Bình,00030854,Đinh Hoài Thương,7.4,3.8,8.0,,,1.0,3.8,,5.0
Hòa Bình,00030855,Lục Minh Thành,8.6,6.4,10.0,,10.0,,,,
Bắc Ninh,00030856,Đậu Bảo Lam,10.0,10.0,2.0,,,,,,
Hòa Bình,00030857,Nguyễn Mỹ Vân,4.8,2.8,6.4,,,,,3.0,
Gia Lai,00030858,Tạ Như Ý,3.8,8.2,6.2,,,,,,
Sơn La,00030859,Lê Minh Phúc,5.4,2.6,3.0,,,,,,
Tây Ninh,00030860,Phù Ngọc Thắng,2.8,5.0,9.6,,,,,,
Cần Thơ,00030861,Hà Như Phúc,7.0,8.4,2.0,,,,,,
Tuyên Quang,00030862,Vương Bích Như,6.8,6.2,9.8,,,9.4,,,
Quảng Ngãi,00030863,Từ Minh Thiện,7.2,5.2,2.6,,,,,,
Sơn La,00030864,Đinh Hoài An,3.0,6.8,4.6,,,,,,
Hải Phòng,00030865,Phương Bảo Châu,2.0,8.2,2.4,,,,,,5.4
Hậu Giang,00030866,Tôn Thế Phong,4.8,2.0,8.4,,,5.2,,,
Kon Tum,00030867,Chu Nguyên Khoa,7.4,7.2,4.8,,,,,3.8,
Hà Tĩnh,00030868,Đoàn Huy Phong,4.0,8.6,5.6,,,,,,
Hải Phòng,00030869,Đào Mỹ Liên,4.6,8.0,3.2,,0.8,,,,
Phú Yên,00030870,Phạm Ngọc Hạnh,8.4,9.2,5.8,,,,,,
Lào Cai,00030871,Bạch Phương Trang,9.6,2.6,3.6,,,,,8.0,
Nghệ An,00030872,Nghiêm Thu Giang,7.6,8.0,2.0,,,5.8,,,
Phú Thọ,00030873,Chế Minh Huy,4.4,4.4,7.6,,,,,,
Thái Nguyên,00030874,Tống Trúc Linh,6.8,7.6,6.4,,,,,,
Bắc Giang,00030875,Lại Hà My,2.0,9.8,6.8,,,,,,
Thanh Hóa,00030876,Tôn Thất Ánh Ngọc,5.8,8.8,2.6,,8.4,,6.8,,
Hà Nam,00030877,Đặng Huy Vũ,4.8,7.2,4.0,,,,,,
Nam Định,00030878,Lữ Ngọc Linh,9.6,4.0,6.8,,,,,,
Sóc Trăng,00030879,Khưu Quốc Trọng,8.8,7.6,9.8,,,,,,
Lào Cai,00030880,Âu Hải Đăng,6.4,3.6,9.4,,,,,,
Thái Bình,00030881,Phương Xuân Quang,2.6,7.0,2.0,,,,,,
Hà Nam,00030882,Lê Phước Thiện,5.4,4.6,7.2,,,,,6.6,
Hà Giang,00030883,Giang Phương Trâm,2.2,5.6,2.0,,,1.0,,,
Đồng Tháp,00030884,Khổng Hoàng Thái,5.6,6.2,10.0,,10.0,0.4,,,1.4
Đồng Nai,00030885,Trần Vũ Khang,9.8,6.4,4.0,,,,,,
An Giang,00030886,Lã Tiến Lộc,3.0,4.4,4.8,,,,,4.4,
Lạng Sơn,00030887,Mã Ngọc Nghi,6.6,4.8,3.8,,3.8,,,,2.8
Hà Tĩnh,00030888,Nguyễn Bội Nhi,2.6,6.2,5.4,,6.6,0.2,,,
Lạng Sơn,00030889,Lưu Quỳnh My,6.4,3.6,9.2,,,,,,
Vĩnh Phúc,00030890,Thái Mạnh Dũng,5.0,4.8,3.8,,,,,,0.0
Tây Ninh,00030891,Đặng Bảo Uyên,2.4,7.8,4.6,,,,,,
Ninh Thuận,00030892,Từ Khả Di,9.2,7.6,3.4,,,,,,
Lai Châu,00030893,Bạch Cường Thịnh,9.6,2.8,3.8,3.4,,,,,
Đà Nẵng,00030894,Doãn Tuệ Anh,2.0,5.4,3.4,,,,,,
Lai Châu,00030895,Hồ Trí Khang,8.8,2.2,8.2,,,,,,
Thanh Hóa,00030896,Tô Thành Nam,8.2,8.8,3.8,,,,,,
Đắk Lắk,00030897,Nghiêm Tiến Anh,7.0,6.4,5.6,,,,,,
Trà Vinh,00030898,Ninh Quỳnh Thy,7.2,4.8,4.8,,,,,,
Gia Lai,00030899,Chu Mỹ Hiền,7.6,9.4,10.0,,,,,,
Quảng Ngãi,00030900,Hoàng Trung Nam,7.4,8.6,7.8,,,,,,
Trà Vinh,00030901,Huỳnh Hữu Khang,5.6,3.2,2.4,7.4,,,6.8,,
Hà Giang,00030902,Lý Thiên Tú,8.8,4.4,5.4,,,,,,
Hưng Yên,00030903,Đàm Phúc Nguyên,8.4,9.8,5.8,,,,,,
Bình Định,00030904,Mai Phước Thịnh,9.6,8.0,3.2,,,7.8,,,
Hòa Bình,00030905,Lại Kim Thy,4.8,2.0,8.6,,,,,,4.2
Nghệ An,00030906,Giang Hiếu Thảo,2.8,2.2,6.6,,,,,,8.2
Đắk Nông,00030907,Kim Quang Hải,7.6,2.2,4.2,,,3.0,,,
Quảng Ngãi,00030908,Viên Minh Nguyên,3.0,7.2,2.0,,,,8.8,,
Đà Nẵng,00030909,Trịnh Bích Ngân,5.0,6.6,6.2,,,,,,
Thừa Thiên Huế,00030910,Ngụy Minh Bảo,4.2,6.2,2.0,,,,,,
Yên Bái,00030911,Hà Xuân Thùy,8.2,9.8,8.0,,,,,,
Bắc Ninh,00030912,Vũ Ngọc Minh,4.0,2.6,8.6,,,1.2,,,
Hải Phòng,00030913,Phùng Chí Hiếu,8.0,8.6,5.2,,,,,,
Hà Nam,00030914,Đào Hoàng Dung,6.4,2.8,8.4,,,,,,
Phú Yên,00030915,Đồng Thái Nguyên,6.4,5.0,2.0,,,,,,7.8
Lào Cai,00030916,Ôn Vân Anh,2.2,4.2,8.4,,9.4,,,,
Lạng Sơn,00030917,Doãn Thảo Trinh,5.8,6.8,4.4,,3.2,4.8,,,
Thừa Thiên Huế,00030918,Hoàng Hoài Bảo,9.8,6.2,7.4,,,,,,
Bắc Ninh,00030919,Khổng Văn Minh,2.4,3.2,2.2,,,,,,
Tiền Giang,00030920,Danh Đan Thanh,3.2,9.4,5.6,,,,,,
Cao Bằng,00030921,Sơn Thế Danh,5.8,2.8,5.8,,,,,4.0,
Bạc Liêu,00030922,Đào Hưng Thịnh,6.0,8.2,8.8,,,,,,
Đắk Nông,00030923,Hà Bảo Ân,2.8,7.2,10.0,,,,1.2,,8.0
Thành phố Hồ Chí Minh,00030924,Lưu Khánh Đoan,2.2,10.0,5.0,,,,,,
Tiền Giang,00030925,Lã Lê Minh,9.6,4.4,10.0,,,,,,
Hà Tĩnh,00030926,Sơn Đình Phúc,9.8,8.0,3.4,,,,,,
Đồng Nai,00030927,Đường Tuyết Vy,3.4,8.8,2.0,,,,,7.4,
Kon Tum,00030928,Thạch Gia Kỳ,7.6,10.0,6.2,,,,,,
Bến Tre,00030929,Từ Thảo Linh,6.6,4.2,9.0,,,8.6,,,
Gia Lai,00030930,Đàm Hoàng Sơn,3.6,2.8,8.8,,,,,,
Bạc Liêu,00030931,Vòng Đức Khải,3.2,9.0,7.2,,,7.0,,,
Hà Giang,00030932,Tào Đình Khôi,9.2,3.2,8.8,,,,,,
Phú Yên,00030933,Lương Minh Thiện,7.8,3.6,3.0,,,,,,
Bà Rịa – Vũng Tàu,00030934,Nghiêm Vũ Phong,5.2,4.2,7.2,,,,2.4,,
Hậu Giang,00030935,Vi Anh Đức,9.2,9.4,9.4,,,,,,
Cần Thơ,00030936,Lâm Ngọc Bích,5.0,9.6,9.6,,,,,,
Thừa Thiên Huế,00030937,Ngô Ngọc Hiếu,3.0,7.0,5.2,,,,,,
Trà Vinh,00030938,Phùng Thành Phúc,3.4,4.4,2.8,,,,,,
An Giang,00030939,Tống Khánh Minh,7.0,8.6,4.6,,,,4.6,,
Hòa Bình,00030940,Ninh Tấn Trung,10.0,7.6,3.8,,,,,,
Điện Biên,00030941,Huỳnh Khánh Hoàng,2.2,5.8,2.2,,,,6.2,,
Cần Thơ,00030942,Nghiêm Gia Hoàng,6.2,5.6,9.4,,,,,,
Nam Định,00030943,Ninh Gia Phúc,4.2,9.4,7.0,4.6,,,,,9.8
Kiên Giang,00030944,Kiều Đức Hải,9.2,3.8,3.6,,,,,,
Hà Nội,00030945,Đoàn Ngọc Nga,3.4,7.0,7.4,,,,,,
Hải Dương,00030946,Nghiêm Mai Hương,6.6,9.0,6.8,,9.4,,,1.6,
Điện Biên,00030947,Danh Bảo Hà,9.4,3.8,8.4,,,,,,
Đồng Tháp,00030948,Vi Nhã Trúc,6.8,3.2,5.6,,,,,,
Bắc Giang,00030949,Chung Thanh Tùng,8.8,5.6,4.0,,5.8,,,4.8,
Đà Nẵng,00030950,Dư Thanh Nam,9.0,7.6,6.2,,,1.6,,,
Quảng Ngãi,00030951,Ninh Ngọc Trúc,2.4,10.0,2.0,,,,,,
Thừa Thiên Huế,00030952,Lê Hải Anh,4.4,8.0,8.4,,,,,4.2,
Bắc Ninh,00030953,Lưu Phước Sang,5.6,3.2,2.4,,,,,,
Hải Dương,00030954,Ôn Hào Nam,8.8,3.8,9.8,,,,,,
Hậu Giang,00030955,Kim Thanh Trung,2.2,4.8,8.6,,,,,,2.0
Bến Tre,00030956,Huỳnh Quỳnh Như,6.6,7.8,9.2,,,,,,
Bình Thuận,00030957,Kiều Tuệ Mẫn,7.4,8.4,4.6,,,,,,1.4
Hà Tĩnh,00030958,Lư Băng Châu,7.6,3.6,3.6,,9.4,,,,
Tây Ninh,00030959,Ông Kiều Duyên,5.8,5.6,2.6,,,,,,
Thành phố Hồ Chí Minh,00030960,Lai Trúc Lâm,5.2,8.6,6.8,,,,,,
Ninh Bình,00030961,Vòng Khánh Linh,8.0,4.0,3.2,,,,,2.0,
Bến Tre,00030962,Hoàng Ngọc Tú,4.4,3.4,7.2,,,,,,5.2
Bắc Ninh,00030963,Đỗ Lê Hoàng,5.4,7.0,6.2,,,,,,
Yên Bái,00030964,Đường Lê Khanh,4.2,8.6,3.2,,,,,,9.6
Hưng Yên,00030965,Lâm Gia Ân,2.2,4.6,4.0,,,,,,
Hà Giang,00030966,Tiêu Gia Bình,5.2,6.6,10.0,,,,,,
Nam Định,00030967,Ninh Kim Hồng,6.6,3.2,6.2,,,,,,7.2
Quảng Trị,00030968,Lâm Tiến Minh,10.0,7.8,6.4,,,,,,
Thừa Thiên Huế,00030969,Lai Mai Phương,7.8,4.8,4.6,,,,,,6.0
Quảng Trị,00030970,Mã Đình Toàn,3.6,2.2,2.0,,,,,,8.0
Tuyên Quang,00030971,Quan Tấn Kiệt,2.6,2.4,9.6,,,,,,5.0
Quảng Ninh,00030972,Triệu Văn Thành,7.6,4.4,8.8,,,,,,8.2
Lai Châu,00030973,Diệp Lê Minh,3.0,6.2,7.6,,,7.4,,,
Bình Định,00030974,Tạ Đức Vinh,4.0,9.4,3.8,,,4.8,7.0,,
Vĩnh Long,00030975,Cao Xuân Hoàng,5.8,6.4,9.6,,,,5.6,,
Thừa Thiên Huế,00030976,Đào Thành Lâm,4.2,10.0,6.8,,,,,,
